txn_id,order_date,amount,category,payment_method,device,address_match,customer_tier,customer_age_days,order_velocity,previous_returns,hour,pincode_tier,state,returned
TXN-05779,2025-06-06 10:00,370.81,Beauty,Credit Card,Mobile,Different from billing,New,58,4,0,10,Tier-3,West Bengal,0
TXN-05780,2025-06-05 09:00,695.32,Clothing,Net Banking,Mobile,Same as billing,Returning,608,1,1,9,Tier-3,Odisha,0
TXN-05781,2025-06-11 09:00,7721.71,Electronics,Wallet,Mobile,Same as billing,Returning,630,15,2,9,Tier-2,Karnataka,0
TXN-05782,2025-06-07 05:00,427.89,Books,COD,Mobile,Different from billing,New,83,2,0,5,Tier-3,Maharashtra,0
TXN-05783,2025-08-17 08:00,1699.11,Clothing,Debit Card,Mobile,Same as billing,Loyal,1626,4,1,8,Metro,Rajasthan,0
TXN-05784,2025-06-12 17:00,810.6,Electronics,COD,Desktop,Same as billing,New,43,10,0,17,Metro,Tamil Nadu,0
TXN-05785,2025-07-10 16:00,6392.44,Home & Kitchen,UPI,Desktop,Same as billing,New,9,1,0,16,Tier-1,Assam,0
TXN-05786,2025-07-26 06:00,1771.66,Home & Kitchen,Debit Card,Mobile,Same as billing,New,42,9,0,6,Tier-1,Gujarat,0
TXN-05787,2025-06-06 17:00,1539.96,Clothing,UPI,Mobile,Same as billing,Returning,741,7,0,17,Tier-2,Delhi,0
TXN-05788,2025-08-26 12:00,4287.84,Electronics,UPI,Mobile,Same as billing,Returning,638,11,1,12,Metro,West Bengal,0
TXN-05789,2025-07-26 18:00,1429.29,Electronics,Credit Card,Mobile,Same as billing,Returning,697,15,1,18,Tier-2,Madhya Pradesh,0
TXN-05790,2025-08-02 10:00,3609.85,Electronics,COD,Desktop,Same as billing,Loyal,633,11,0,10,Tier-3,Madhya Pradesh,0
TXN-05791,2025-07-07 11:00,1213.6,Beauty,COD,Mobile,Same as billing,Returning,468,7,0,11,Metro,Rajasthan,0
TXN-05792,2025-07-23 16:00,4635.85,Clothing,Debit Card,Tablet,Different from billing,New,83,3,0,16,Tier-1,Maharashtra,0
TXN-05793,2025-07-23 13:00,207.29,Books,UPI,Mobile,Different from billing,Returning,502,6,1,13,Tier-3,Odisha,1
TXN-05794,2025-08-11 16:00,2230.83,Clothing,UPI,Mobile,Same as billing,Loyal,391,7,0,16,Tier-1,Kerala,0
TXN-05795,2025-08-22 13:00,2282.3,Sports,Credit Card,Tablet,Same as billing,Loyal,1687,1,0,13,Tier-1,Rajasthan,0
TXN-05796,2025-07-21 17:00,3445.65,Clothing,Debit Card,Mobile,Same as billing,Returning,334,4,1,17,Metro,Maharashtra,0
TXN-05797,2025-08-24 10:00,447.96,Home & Kitchen,Debit Card,Mobile,Same as billing,Returning,78,10,1,10,Tier-1,Punjab,0
TXN-05798,2025-07-09 18:00,42423.57,Electronics,COD,Desktop,Same as billing,New,44,8,0,18,Tier-1,Rajasthan,0
TXN-05799,2025-06-12 21:00,1272.7,Electronics,UPI,Desktop,Same as billing,Returning,673,6,1,21,Metro,Madhya Pradesh,0
TXN-05800,2025-06-08 19:00,3434.04,Books,UPI,Tablet,Same as billing,New,27,12,0,19,Tier-1,Kerala,1
TXN-05801,2025-07-21 11:00,1312.65,Home & Kitchen,Debit Card,Mobile,Different from billing,New,62,10,0,11,Tier-2,Odisha,0
TXN-05802,2025-08-08 03:00,8418.47,Home & Kitchen,Credit Card,Mobile,Same as billing,Loyal,1326,14,1,3,Tier-3,Rajasthan,1
TXN-05803,2025-06-20 10:00,4055.79,Electronics,COD,Desktop,Different from billing,Loyal,1488,9,0,10,Tier-3,Uttar Pradesh,0
TXN-05804,2025-08-04 09:00,244.4,Toys,Debit Card,Mobile,Same as billing,Loyal,1807,15,0,9,Tier-3,Kerala,0
TXN-05805,2025-07-12 11:00,2299.71,Home & Kitchen,COD,Tablet,Same as billing,Loyal,1196,7,0,11,Tier-3,Punjab,0
TXN-05806,2025-06-19 10:00,2102.87,Clothing,Net Banking,Mobile,Same as billing,Returning,709,11,0,10,Tier-2,Rajasthan,0
TXN-05807,2025-08-13 08:00,1038.89,Sports,Net Banking,Mobile,Different from billing,Returning,181,10,0,8,Tier-1,Bihar,0
TXN-05808,2025-08-23 13:00,5674.86,Electronics,Wallet,Desktop,Same as billing,Returning,195,7,0,13,Tier-1,Tamil Nadu,0
TXN-05809,2025-06-25 17:00,2077.09,Home & Kitchen,Net Banking,Tablet,Same as billing,New,87,13,0,17,Metro,Gujarat,0
TXN-05810,2025-08-24 13:00,1388.06,Clothing,UPI,Mobile,Same as billing,Loyal,580,8,2,13,Metro,Punjab,0
TXN-05811,2025-08-10 11:00,1006.23,Beauty,Net Banking,Mobile,Different from billing,Loyal,1842,3,0,11,Tier-1,Gujarat,0
TXN-05812,2025-06-26 21:00,1453.15,Books,COD,Mobile,Same as billing,Loyal,1730,15,2,21,Tier-1,Karnataka,0
TXN-05813,2025-07-26 13:00,4370.57,Electronics,COD,Desktop,Same as billing,Loyal,1678,3,1,13,Tier-1,Assam,0
TXN-05814,2025-08-18 09:00,546.6,Electronics,UPI,Mobile,Same as billing,Returning,420,12,0,9,Tier-2,Gujarat,0
TXN-05815,2025-06-25 13:00,1033.6,Books,Credit Card,Desktop,Different from billing,Returning,203,12,3,13,Tier-2,Madhya Pradesh,1
TXN-05816,2025-08-06 11:00,3546.78,Electronics,Credit Card,Tablet,Different from billing,Returning,785,8,1,11,Tier-3,Telangana,0
TXN-05817,2025-06-27 15:00,2260.45,Electronics,Net Banking,Desktop,Same as billing,Returning,213,13,0,15,Metro,Delhi,0
TXN-05818,2025-06-09 18:00,9423.82,Clothing,UPI,Mobile,Same as billing,New,52,8,0,18,Tier-2,Punjab,0
TXN-05819,2025-08-26 14:00,438.38,Electronics,Credit Card,Desktop,Different from billing,Returning,344,10,1,14,Tier-3,Maharashtra,0
TXN-05820,2025-08-26 09:00,2809.14,Clothing,Debit Card,Mobile,Same as billing,New,25,3,0,9,Tier-1,Delhi,0
TXN-05821,2025-08-10 17:00,11030.93,Books,Net Banking,Mobile,Different from billing,Returning,147,15,0,17,Metro,Maharashtra,0
TXN-05822,2025-06-03 12:00,1561.91,Electronics,Wallet,Mobile,Same as billing,New,74,4,0,12,Tier-3,Odisha,0
TXN-05823,2025-06-09 09:00,2675.48,Beauty,Credit Card,Mobile,Different from billing,New,11,12,0,9,Tier-3,Madhya Pradesh,0
TXN-05824,2025-07-20 13:00,3853.8,Clothing,UPI,Tablet,Same as billing,Loyal,1717,2,0,13,Tier-3,Gujarat,0
TXN-05825,2025-06-03 14:00,4974.1,Beauty,COD,Mobile,Same as billing,Loyal,663,1,0,14,Tier-2,Tamil Nadu,0
TXN-05826,2025-08-09 15:00,402.33,Clothing,COD,Mobile,Same as billing,Loyal,310,6,0,15,Tier-3,Maharashtra,0
TXN-05827,2025-08-22 13:00,14305.32,Electronics,Net Banking,Mobile,Different from billing,Returning,789,9,0,13,Tier-3,Assam,1
TXN-05828,2025-06-25 16:00,366.17,Clothing,COD,Desktop,Different from billing,Returning,733,3,2,16,Tier-3,West Bengal,0
TXN-05829,2025-07-07 08:00,4029.01,Clothing,COD,Tablet,Same as billing,Returning,665,14,1,8,Tier-2,Bihar,1
TXN-05830,2025-07-07 11:00,926.64,Beauty,UPI,Mobile,Same as billing,Returning,235,5,0,11,Tier-2,West Bengal,0
TXN-05831,2025-06-28 09:00,667.54,Beauty,Wallet,Tablet,Different from billing,Loyal,1360,15,0,9,Tier-2,Karnataka,0
TXN-05832,2025-08-23 07:00,2931.7,Electronics,UPI,Tablet,Different from billing,Loyal,1484,4,0,7,Tier-2,Karnataka,0
TXN-05833,2025-06-01 10:00,28295.04,Electronics,COD,Tablet,Different from billing,New,43,4,0,10,Tier-3,Madhya Pradesh,1
TXN-05834,2025-08-23 14:00,2209.15,Clothing,UPI,Desktop,Same as billing,New,39,12,0,14,Tier-2,Gujarat,0
TXN-05835,2025-06-02 16:00,369.46,Books,Credit Card,Desktop,Same as billing,Returning,628,14,0,16,Metro,Uttar Pradesh,0
TXN-05836,2025-06-17 13:00,582.4,Beauty,UPI,Mobile,Same as billing,Loyal,1352,11,0,13,Tier-3,Tamil Nadu,0
TXN-05837,2025-08-09 07:00,4755.31,Electronics,UPI,Mobile,Different from billing,New,67,6,0,7,Tier-2,Maharashtra,1
TXN-05838,2025-06-07 08:00,7104.28,Beauty,UPI,Mobile,Different from billing,New,58,15,0,8,Tier-3,Kerala,0
TXN-05839,2025-06-02 17:00,1854.46,Electronics,COD,Mobile,Different from billing,Loyal,804,7,0,17,Tier-1,Karnataka,0
TXN-05840,2025-07-06 08:00,2333.26,Clothing,UPI,Mobile,Same as billing,Loyal,499,2,0,8,Tier-2,Odisha,0
TXN-05841,2025-08-29 16:00,1106.26,Sports,Credit Card,Desktop,Same as billing,New,58,6,0,16,Tier-1,Delhi,0
TXN-05842,2025-07-05 16:00,1054.5,Beauty,Credit Card,Desktop,Same as billing,Returning,609,12,0,16,Metro,Delhi,0
TXN-05843,2025-06-26 11:00,1599.86,Electronics,Wallet,Mobile,Same as billing,New,86,12,0,11,Tier-2,Delhi,0
TXN-05844,2025-06-12 22:00,26637.78,Electronics,COD,Mobile,Same as billing,New,54,7,0,22,Tier-1,Bihar,1
TXN-05845,2025-08-01 21:00,4054.59,Home & Kitchen,Net Banking,Desktop,Different from billing,Loyal,754,11,2,21,Tier-3,Bihar,0
TXN-05846,2025-07-12 13:00,15337.0,Electronics,Net Banking,Desktop,Same as billing,Returning,400,10,1,13,Tier-2,Telangana,0
TXN-05847,2025-08-26 17:00,648.28,Toys,UPI,Mobile,Different from billing,Returning,30,9,0,17,Metro,Odisha,0
TXN-05848,2025-06-26 11:00,430.85,Books,UPI,Mobile,Same as billing,New,88,15,0,11,Metro,Rajasthan,0
TXN-05849,2025-08-21 16:00,2953.12,Beauty,Wallet,Mobile,Different from billing,Returning,465,1,1,16,Tier-3,Tamil Nadu,0
TXN-05850,2025-06-22 08:00,9113.28,Books,COD,Mobile,Different from billing,Loyal,347,6,0,8,Tier-2,Tamil Nadu,1
TXN-05851,2025-06-12 14:00,2073.81,Clothing,COD,Mobile,Same as billing,Loyal,599,3,0,14,Tier-3,West Bengal,0
TXN-05852,2025-06-05 09:00,3182.8,Electronics,UPI,Desktop,Different from billing,Loyal,270,14,0,9,Metro,Madhya Pradesh,0
TXN-05853,2025-06-27 14:00,961.71,Home & Kitchen,Debit Card,Desktop,Same as billing,Returning,647,3,0,14,Tier-2,Punjab,0
TXN-05854,2025-08-14 22:00,6348.72,Clothing,Credit Card,Mobile,Same as billing,New,62,2,0,22,Metro,Karnataka,0
TXN-05855,2025-07-21 09:00,412.42,Clothing,Credit Card,Desktop,Same as billing,New,57,4,0,9,Tier-1,Madhya Pradesh,0
TXN-05856,2025-07-30 08:00,1915.86,Home & Kitchen,Debit Card,Mobile,Same as billing,Loyal,1274,13,0,8,Tier-2,Gujarat,0
TXN-05857,2025-07-18 11:00,3532.21,Home & Kitchen,Debit Card,Desktop,Same as billing,Returning,564,10,1,11,Metro,Rajasthan,0
TXN-05858,2025-08-03 11:00,3263.89,Electronics,UPI,Mobile,Different from billing,Loyal,1295,8,1,11,Tier-2,Bihar,0
TXN-05859,2025-06-01 11:00,1089.72,Clothing,Debit Card,Mobile,Same as billing,Returning,145,9,0,11,Metro,Tamil Nadu,0
TXN-05860,2025-06-19 06:00,1285.79,Clothing,Debit Card,Mobile,Different from billing,Returning,570,11,1,6,Tier-2,Kerala,0
TXN-05861,2025-06-01 10:00,148.76,Clothing,UPI,Mobile,Different from billing,Returning,444,5,1,10,Tier-1,Odisha,0
TXN-05862,2025-07-07 08:00,3206.29,Electronics,UPI,Mobile,Different from billing,New,27,10,0,8,Tier-2,Delhi,1
TXN-05863,2025-07-25 12:00,1431.18,Home & Kitchen,Net Banking,Mobile,Same as billing,Loyal,1584,15,0,12,Tier-1,Gujarat,0
TXN-05864,2025-08-13 16:00,12339.6,Electronics,Credit Card,Mobile,Same as billing,Loyal,1434,1,0,16,Tier-3,Punjab,0
TXN-05865,2025-06-15 07:00,496.62,Clothing,COD,Mobile,Different from billing,Loyal,1605,9,0,7,Metro,Gujarat,0
TXN-05866,2025-07-03 12:00,1143.77,Home & Kitchen,COD,Mobile,Same as billing,Returning,500,3,3,12,Tier-3,Rajasthan,1
TXN-05867,2025-06-18 15:00,1152.67,Sports,Net Banking,Mobile,Same as billing,Returning,413,13,0,15,Tier-1,Maharashtra,0
TXN-05868,2025-07-06 05:00,4030.25,Beauty,UPI,Tablet,Same as billing,Returning,460,7,1,5,Tier-2,Tamil Nadu,0
TXN-05869,2025-06-22 12:00,223.09,Beauty,COD,Mobile,Same as billing,Loyal,1686,5,0,12,Metro,Gujarat,0
TXN-05870,2025-07-13 12:00,4288.73,Beauty,Wallet,Mobile,Same as billing,Returning,374,14,0,12,Tier-2,Bihar,0
TXN-05871,2025-08-23 15:00,2345.68,Home & Kitchen,Debit Card,Mobile,Different from billing,Loyal,1172,6,1,15,Metro,Rajasthan,0
TXN-05872,2025-07-20 12:00,463.48,Beauty,UPI,Mobile,Same as billing,Loyal,363,1,0,12,Metro,West Bengal,0
TXN-05873,2025-06-16 16:00,1239.07,Electronics,UPI,Desktop,Same as billing,Loyal,1642,13,0,16,Tier-1,West Bengal,0
TXN-05874,2025-07-18 04:00,1672.6,Home & Kitchen,UPI,Mobile,Same as billing,Loyal,1634,4,0,4,Metro,Assam,0
TXN-05875,2025-06-08 22:00,690.38,Beauty,Credit Card,Desktop,Same as billing,Returning,592,12,3,22,Tier-2,Maharashtra,0
TXN-05876,2025-06-23 13:00,356.16,Books,UPI,Mobile,Same as billing,Returning,51,13,1,13,Metro,Rajasthan,0
TXN-05877,2025-07-25 13:00,318.4,Clothing,COD,Mobile,Same as billing,New,38,14,0,13,Metro,Karnataka,0
TXN-05878,2025-06-14 09:00,2707.04,Sports,UPI,Mobile,Same as billing,Returning,334,10,1,9,Metro,Delhi,0
TXN-05879,2025-08-21 12:00,571.51,Electronics,COD,Mobile,Same as billing,Returning,33,9,0,12,Tier-1,Karnataka,1
TXN-05880,2025-08-12 07:00,2616.85,Home & Kitchen,Credit Card,Desktop,Same as billing,Returning,309,3,0,7,Metro,Delhi,0
TXN-05881,2025-07-24 10:00,1228.2,Home & Kitchen,Debit Card,Mobile,Same as billing,Returning,675,9,0,10,Tier-3,Odisha,0
TXN-05882,2025-07-12 20:00,2032.66,Home & Kitchen,COD,Mobile,Different from billing,Loyal,317,5,0,20,Tier-3,West Bengal,0
TXN-05883,2025-07-18 03:00,1992.29,Home & Kitchen,UPI,Mobile,Different from billing,New,77,1,0,3,Tier-3,Punjab,0
TXN-05884,2025-06-21 14:00,4193.89,Electronics,UPI,Desktop,Same as billing,Returning,589,7,1,14,Tier-2,Maharashtra,0
TXN-05885,2025-08-28 16:00,964.6,Clothing,Net Banking,Desktop,Same as billing,Loyal,943,9,0,16,Tier-2,Kerala,0
TXN-05886,2025-08-16 15:00,1001.57,Sports,Debit Card,Mobile,Different from billing,Returning,215,6,3,15,Tier-2,Bihar,0
TXN-05887,2025-08-14 17:00,1079.94,Electronics,Debit Card,Mobile,Different from billing,Loyal,670,5,0,17,Tier-3,Uttar Pradesh,0
TXN-05888,2025-06-09 05:00,1123.84,Electronics,UPI,Tablet,Same as billing,Returning,209,14,1,5,Metro,Odisha,0
TXN-05889,2025-08-01 12:00,367.41,Clothing,COD,Mobile,Different from billing,Returning,512,1,0,12,Tier-1,Maharashtra,0
TXN-05890,2025-08-28 02:00,629.6,Clothing,COD,Desktop,Different from billing,Returning,558,5,0,2,Tier-3,Delhi,0
TXN-05891,2025-08-24 10:00,401.15,Sports,COD,Desktop,Same as billing,Returning,57,7,0,10,Metro,Telangana,0
TXN-05892,2025-06-16 13:00,585.86,Home & Kitchen,Credit Card,Mobile,Different from billing,New,43,9,0,13,Tier-2,Maharashtra,0
TXN-05893,2025-06-22 23:00,4334.45,Sports,Credit Card,Mobile,Same as billing,Returning,575,9,0,23,Tier-3,Assam,0
TXN-05894,2025-06-10 12:00,210.04,Home & Kitchen,Debit Card,Mobile,Different from billing,Returning,568,11,1,12,Tier-2,Bihar,0
TXN-05895,2025-07-30 08:00,1970.85,Sports,Net Banking,Mobile,Different from billing,New,63,1,0,8,Metro,Bihar,0
TXN-05896,2025-08-25 14:00,2098.7,Clothing,UPI,Desktop,Same as billing,Loyal,780,14,0,14,Metro,Telangana,0
TXN-05897,2025-07-22 08:00,650.12,Electronics,COD,Mobile,Same as billing,Loyal,1741,6,0,8,Metro,Karnataka,0
TXN-05898,2025-07-01 13:00,2780.09,Home & Kitchen,COD,Mobile,Same as billing,Returning,506,9,1,13,Metro,Maharashtra,0
TXN-05899,2025-06-12 15:00,10887.09,Home & Kitchen,Credit Card,Desktop,Different from billing,Returning,495,12,0,15,Tier-3,Punjab,1
TXN-05900,2025-06-25 14:00,1372.11,Electronics,UPI,Mobile,Different from billing,Returning,428,12,1,14,Metro,Assam,1
TXN-05901,2025-07-02 17:00,3034.22,Toys,UPI,Desktop,Same as billing,Returning,128,4,0,17,Tier-3,Kerala,0
TXN-05902,2025-08-24 13:00,99,Home & Kitchen,Debit Card,Desktop,Different from billing,New,30,13,0,13,Tier-3,Karnataka,1
TXN-05903,2025-07-22 16:00,2300.88,Sports,Credit Card,Mobile,Same as billing,New,80,1,0,16,Tier-1,Gujarat,0
TXN-05904,2025-06-04 12:00,4940.21,Sports,UPI,Mobile,Different from billing,Loyal,640,6,1,12,Tier-1,Delhi,0
TXN-05905,2025-06-03 16:00,3514.16,Clothing,Net Banking,Mobile,Same as billing,Loyal,1789,9,1,16,Tier-2,Punjab,0
TXN-05906,2025-08-12 20:00,920.81,Toys,Debit Card,Mobile,Different from billing,Loyal,386,14,0,20,Tier-1,Tamil Nadu,0
TXN-05907,2025-07-06 20:00,6441.74,Electronics,Credit Card,Mobile,Same as billing,Returning,437,3,1,20,Metro,Odisha,0
TXN-05908,2025-06-21 11:00,20834.49,Electronics,UPI,Mobile,Same as billing,Loyal,1067,10,0,11,Tier-2,Assam,0
TXN-05909,2025-08-17 18:00,1335.52,Electronics,Net Banking,Desktop,Same as billing,Loyal,565,12,0,18,Tier-2,Punjab,0
TXN-05910,2025-06-01 02:00,2139.44,Beauty,Debit Card,Mobile,Same as billing,Returning,788,5,1,2,Tier-2,Assam,0
TXN-05911,2025-08-22 17:00,588.76,Clothing,Wallet,Desktop,Different from billing,New,6,15,0,17,Tier-2,Madhya Pradesh,1
TXN-05912,2025-08-08 12:00,3158.8,Clothing,Wallet,Mobile,Different from billing,Returning,261,11,0,12,Tier-2,Uttar Pradesh,1
TXN-05913,2025-06-24 11:00,8615.73,Sports,COD,Mobile,Same as billing,Loyal,1574,13,0,11,Tier-2,Assam,1
TXN-05914,2025-08-08 18:00,2163.89,Home & Kitchen,COD,Mobile,Different from billing,Returning,130,11,0,18,Tier-3,Gujarat,0
TXN-05915,2025-06-02 18:00,2393.34,Electronics,UPI,Desktop,Same as billing,New,25,5,0,18,Metro,Punjab,0
TXN-05916,2025-08-01 19:00,868.07,Electronics,UPI,Desktop,Different from billing,Returning,392,10,2,19,Tier-2,Punjab,0
TXN-05917,2025-07-16 09:00,1519.76,Sports,UPI,Desktop,Same as billing,Loyal,1879,8,2,9,Tier-2,Assam,0
TXN-05918,2025-07-10 08:00,889.43,Beauty,UPI,Desktop,Different from billing,Returning,477,4,0,8,Metro,Bihar,0
TXN-05919,2025-08-23 18:00,201.81,Clothing,Credit Card,Mobile,Different from billing,Returning,212,11,0,18,Tier-3,Telangana,1
TXN-05920,2025-06-04 14:00,989.23,Toys,UPI,Mobile,Same as billing,Returning,735,3,1,14,Tier-3,Madhya Pradesh,0
TXN-05921,2025-08-23 20:00,1258.05,Electronics,Net Banking,Mobile,Same as billing,Returning,554,6,0,20,Tier-1,Odisha,0
TXN-05922,2025-06-23 17:00,683.37,Clothing,UPI,Mobile,Same as billing,Returning,80,13,0,17,Tier-1,Punjab,0
TXN-05923,2025-07-20 19:00,1217.86,Clothing,Debit Card,Mobile,Same as billing,Returning,66,10,0,19,Tier-3,Delhi,0
TXN-05924,2025-06-21 13:00,1363.3,Home & Kitchen,UPI,Mobile,Different from billing,New,12,6,0,13,Metro,Madhya Pradesh,0
TXN-05925,2025-06-18 14:00,400.65,Home & Kitchen,UPI,Desktop,Same as billing,Returning,108,15,0,14,Metro,Karnataka,0
TXN-05926,2025-07-05 18:00,2708.71,Home & Kitchen,Debit Card,Desktop,Same as billing,New,61,6,0,18,Tier-1,Kerala,0
TXN-05927,2025-06-26 16:00,1321.15,Clothing,UPI,Tablet,Same as billing,Returning,706,6,0,16,Metro,Rajasthan,0
TXN-05928,2025-07-24 08:00,2673.9,Home & Kitchen,COD,Mobile,Same as billing,New,17,9,0,8,Tier-2,Kerala,0
TXN-05929,2025-06-29 21:00,3114.1,Electronics,COD,Mobile,Different from billing,Returning,583,14,0,21,Metro,Gujarat,1
TXN-05930,2025-08-16 09:00,261.66,Beauty,Net Banking,Mobile,Different from billing,New,59,3,0,9,Tier-2,Karnataka,0
TXN-05931,2025-06-18 14:00,2161.18,Sports,Credit Card,Desktop,Same as billing,Returning,211,13,0,14,Tier-3,Odisha,0
TXN-05932,2025-06-16 08:00,1269.96,Electronics,COD,Desktop,Same as billing,New,72,10,0,8,Tier-3,Telangana,0
TXN-05933,2025-07-23 11:00,4615.57,Sports,Credit Card,Desktop,Same as billing,Returning,116,15,0,11,Metro,Bihar,0
TXN-05934,2025-06-04 11:00,1204.6,Electronics,UPI,Mobile,Different from billing,New,22,10,0,11,Tier-3,Karnataka,0
TXN-05935,2025-08-05 11:00,3469.26,Home & Kitchen,Wallet,Mobile,Same as billing,New,69,2,0,11,Tier-2,Rajasthan,0
TXN-05936,2025-08-03 13:00,2312.85,Home & Kitchen,Credit Card,Mobile,Same as billing,Returning,427,7,0,13,Tier-2,Telangana,0
TXN-05937,2025-07-07 13:00,1401.61,Home & Kitchen,Wallet,Mobile,Different from billing,New,64,6,0,13,Tier-2,Maharashtra,0
TXN-05938,2025-06-13 08:00,1482.32,Clothing,UPI,Mobile,Same as billing,Loyal,424,5,1,8,Tier-2,Karnataka,0
TXN-05939,2025-07-18 06:00,663.87,Sports,COD,Desktop,Different from billing,Loyal,1187,9,0,6,Tier-2,Maharashtra,0
TXN-05940,2025-08-11 09:00,2152.98,Electronics,COD,Desktop,Different from billing,Loyal,1255,12,2,9,Tier-1,Rajasthan,0
TXN-05941,2025-08-16 18:00,13935.08,Clothing,Net Banking,Desktop,Same as billing,Loyal,1631,3,1,18,Metro,Gujarat,0
TXN-05942,2025-07-26 10:00,5464.4,Books,UPI,Mobile,Same as billing,Loyal,1348,5,1,10,Tier-3,West Bengal,0
TXN-05943,2025-07-05 10:00,238.8,Clothing,Credit Card,Mobile,Same as billing,Returning,350,1,0,10,Metro,Bihar,0
TXN-05944,2025-06-09 15:00,152.14,Home & Kitchen,COD,Mobile,Same as billing,Returning,376,14,1,15,Metro,Telangana,0
TXN-05945,2025-07-09 15:00,341.6,Home & Kitchen,UPI,Tablet,Same as billing,New,9,14,0,15,Tier-1,Telangana,0
TXN-05946,2025-07-15 05:00,1578.52,Clothing,COD,Desktop,Same as billing,Returning,101,14,0,5,Tier-1,Punjab,0
TXN-05947,2025-07-13 13:00,1090.84,Sports,Debit Card,Tablet,Same as billing,Returning,671,3,0,13,Tier-2,Kerala,0
TXN-05948,2025-08-04 08:00,99,Home & Kitchen,Credit Card,Mobile,Same as billing,Loyal,706,2,1,8,Tier-1,Kerala,0
TXN-05949,2025-07-07 16:00,735.72,Electronics,Debit Card,Mobile,Same as billing,Returning,174,1,0,16,Metro,Delhi,0
TXN-05950,2025-07-13 09:00,10867.56,Electronics,UPI,Desktop,Different from billing,New,0,8,0,9,Tier-1,Delhi,0
TXN-05951,2025-07-12 07:00,724.91,Clothing,UPI,Mobile,Same as billing,Returning,742,15,0,7,Tier-1,Bihar,0
TXN-05952,2025-06-09 10:00,259.12,Clothing,UPI,Mobile,Same as billing,Returning,714,15,0,10,Tier-2,Assam,0
TXN-05953,2025-06-22 14:00,11861.85,Toys,UPI,Desktop,Different from billing,New,45,6,0,14,Tier-2,Madhya Pradesh,0
TXN-05954,2025-08-18 07:00,1177.17,Clothing,Debit Card,Desktop,Same as billing,New,55,13,0,7,Tier-1,Rajasthan,0
TXN-05955,2025-08-26 13:00,1375.5,Electronics,UPI,Mobile,Same as billing,Loyal,1075,3,0,13,Metro,Delhi,0
TXN-05956,2025-07-26 12:00,1561.82,Home & Kitchen,UPI,Desktop,Same as billing,Loyal,1339,15,0,12,Tier-1,Madhya Pradesh,0
TXN-05957,2025-07-04 21:00,3648.64,Sports,Debit Card,Mobile,Different from billing,Loyal,438,6,0,21,Tier-2,Tamil Nadu,0
TXN-05958,2025-08-24 16:00,1040.02,Books,Net Banking,Mobile,Same as billing,New,5,15,0,16,Tier-2,Gujarat,1
TXN-05959,2025-06-30 11:00,1452.01,Electronics,Credit Card,Mobile,Different from billing,New,17,8,0,11,Tier-2,Delhi,0
TXN-05960,2025-07-28 07:00,2643.39,Electronics,Credit Card,Mobile,Same as billing,Returning,188,13,1,7,Metro,Assam,0
TXN-05961,2025-08-06 07:00,8185.09,Electronics,COD,Desktop,Different from billing,Returning,74,9,0,7,Tier-3,Rajasthan,1
TXN-05962,2025-06-09 16:00,16583.75,Home & Kitchen,Credit Card,Desktop,Same as billing,Returning,486,4,1,16,Tier-2,Punjab,0
TXN-05963,2025-07-07 09:00,737.37,Electronics,Debit Card,Mobile,Same as billing,Returning,189,6,0,9,Metro,Telangana,0
TXN-05964,2025-06-17 10:00,9108.19,Home & Kitchen,COD,Mobile,Different from billing,Loyal,1366,9,1,10,Tier-2,Bihar,0
TXN-05965,2025-08-21 11:00,119.01,Clothing,UPI,Desktop,Different from billing,New,71,13,0,11,Tier-3,Kerala,0
TXN-05966,2025-08-18 23:00,1558.28,Electronics,UPI,Desktop,Same as billing,New,68,11,0,23,Metro,Uttar Pradesh,0
TXN-05967,2025-08-18 13:00,1559.38,Sports,UPI,Mobile,Different from billing,Loyal,715,7,0,13,Tier-2,Odisha,0
TXN-05968,2025-08-10 14:00,308.13,Home & Kitchen,Net Banking,Desktop,Same as billing,Loyal,1829,13,0,14,Tier-3,Gujarat,0
TXN-05969,2025-06-15 11:00,3320.0,Home & Kitchen,UPI,Mobile,Same as billing,New,29,1,0,11,Tier-3,Bihar,0
TXN-05970,2025-07-01 18:00,26877.68,Toys,Credit Card,Desktop,Different from billing,Returning,220,14,1,18,Tier-3,Bihar,0
TXN-05971,2025-07-16 13:00,2300.14,Electronics,COD,Mobile,Same as billing,Returning,597,14,0,13,Metro,Maharashtra,0
TXN-05972,2025-08-15 13:00,1861.26,Electronics,Debit Card,Desktop,Same as billing,Returning,650,1,0,13,Tier-1,Rajasthan,0
TXN-05973,2025-08-30 10:00,3521.17,Clothing,Credit Card,Desktop,Different from billing,Returning,390,1,2,10,Tier-2,Uttar Pradesh,0
TXN-05974,2025-07-03 10:00,322.39,Sports,Debit Card,Tablet,Same as billing,New,82,6,0,10,Tier-2,Bihar,0
TXN-05975,2025-07-26 07:00,1192.37,Clothing,UPI,Mobile,Different from billing,Returning,572,13,2,7,Tier-1,Maharashtra,0
TXN-05976,2025-07-27 18:00,7010.12,Electronics,UPI,Mobile,Same as billing,Loyal,550,6,0,18,Tier-1,Bihar,0
TXN-05977,2025-08-26 09:00,361.29,Clothing,UPI,Mobile,Same as billing,Returning,218,6,1,9,Tier-3,Tamil Nadu,0
TXN-05978,2025-06-22 10:00,2081.5,Electronics,Credit Card,Tablet,Same as billing,Returning,222,4,1,10,Tier-2,Tamil Nadu,0
